Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
Llama-4-Scout,100.0,6,100.0,24.69,16.67,None,98,50.0,23,16.67
Qwen3-8B,100.0,6,100.0,26.22,0.0,None,98,50.0,24,16.67
Qwen3-32B,78.0,6,78.0,31.78,0.0,None,116,40.72164948453608,25,13.0
Qwen3-8B-Non-Thinking,0.0,6,0.0,0.0,0.0,None,186,4.639175257731959,42,0.0
Qwen3-14B,68.0,6,68.0,24.42,0.0,None,124,36.597938144329895,26,11.33
Llama-3.3-70B-Instruct,57.0,6,57.0,30.31,0.0,None,131,32.98969072164948,27,9.5
gpt-4.1,49.0,6,49.0,24.94,0.0,None,138,29.38144329896907,28,8.17
Qwen3-14B-Non-Thinking,0.0,6,0.0,0.0,0.0,None,186,4.639175257731959,43,0.0
Qwen3-30B,41.0,6,41.0,19.41,0.0,None,144,26.288659793814432,29,6.83
Llama-3.1-8B-Instruct,39.0,6,39.0,14.56,0.0,None,147,24.742268041237114,30,6.5
OpenCodeReasoning-Nemotron-32B-IOI,38.0,6,38.0,23.29,0.0,None,149,23.711340206185568,40,6.33
gpt-oss-20b-high,38.0,6,38.0,31.29,0.0,None,149,23.711340206185568,31,6.33
Codestral-22B-v0.1,32.0,6,32.0,3.31,0.0,None,158,19.072164948453608,32,5.33
Qwen3-32B-Non-Thinking,30.0,6,30.0,17.07,0.0,None,160,18.04123711340206,33,5.0
DeepSeek-R1-Distill-Qwen-32B,28.0,6,28.0,10.79,0.0,None,165,15.463917525773196,34,4.67
Qwen2.5-72B,20.0,6,20.0,10.24,0.0,None,175,10.309278350515465,35,3.33
Qwen2.5-Coder-32B-Instruct,20.0,6,20.0,17.6,0.0,None,175,10.309278350515465,36,3.33
deepseek-chat,15.0,6,15.0,19.05,0.0,None,177,9.278350515463918,37,2.5
DeepSeek-Coder-V2-Lite-Instruct,11.0,6,11.0,11.69,0.0,None,178,8.762886597938145,38,1.83
Qwen3-4B,9.0,6,9.0,12.66,0.0,None,179,8.24742268041237,39,1.5
QwQ-32B,2.0,6,2.0,9.43,0.0,None,186,4.639175257731959,40,0.33
Qwen3-30B-Non-Thinking,2.0,6,2.0,4.79,0.0,None,186,4.639175257731959,41,0.33
DeepSeek-R1-Distill-Qwen-7B,0.0,6,0.0,0.0,0.0,None,186,4.639175257731959,44,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,6,0.0,0.0,0.0,None,186,4.639175257731959,45,0.0
Qwen2.5-Coder-7B-Instruct,0.0,6,0.0,2.38,0.0,None,186,4.639175257731959,47,0.0
Qwen3-4B-Non-Thinking,0.0,6,0.0,0.0,0.0,None,186,4.639175257731959,46,0.0
DeepSeek-R1-Distill-Qwen-14B,0.0,6,0.0,8.71,0.0,None,186,4.639175257731959,48,0.0
