Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-oss-20b-low,160.0,5,160.0,40.18,40.0,Bronze,94,62.5,18,32.0
Qwen3-14B,160.0,5,160.0,40.14,40.0,Bronze,94,62.5,22,32.0
OlympicCoder-7B,160.0,5,160.0,40.14,40.0,Bronze,94,62.5,30,32.0
DeepSeek-R1-Distill-Qwen-32B,160.0,5,160.0,40.14,40.0,Bronze,94,62.5,23,32.0
Qwen3-8B,160.0,5,160.0,40.32,40.0,Bronze,94,62.5,24,32.0
DeepSeek-R1-Distill-Qwen-14B,154.0,5,154.0,33.89,20.0,Bronze,118,52.82258064516129,25,30.8
Mistral-Large-Instruct-2411,127.0,5,127.0,26.8,20.0,Bronze,124,50.403225806451616,26,25.4
DeepSeek-Coder-V2-Lite-Instruct,127.0,5,127.0,26.8,20.0,Bronze,124,50.403225806451616,28,25.4
Qwen3-32B-Non-Thinking,127.0,5,127.0,23.89,20.0,Bronze,124,50.403225806451616,27,25.4
Llama-4-Scout,110.0,5,110.0,20.14,20.0,None,141,43.54838709677419,29,22.0
seed-oss_2048,102.0,5,102.0,28.71,20.0,None,143,42.74193548387097,30,20.4
Qwen2.5-72B,69.0,5,69.0,15.38,0.0,None,156,37.5,31,13.8
seed-oss_1024,68.0,5,68.0,24.9,20.0,None,156,37.5,32,13.6
deepseek-chat,67.0,5,67.0,25.93,20.0,None,161,35.483870967741936,33,13.4
seed-oss_512,50.0,5,50.0,20.61,20.0,None,166,33.46774193548387,34,10.0
Qwen3-8B-Non-Thinking,50.0,5,50.0,22.04,20.0,None,166,33.46774193548387,35,10.0
Qwen3-14B-Non-Thinking,0.0,5,0.0,0.0,0.0,None,222,10.887096774193548,41,0.0
Qwen2.5-Coder-32B-Instruct,34.0,5,34.0,12.46,0.0,None,220,11.693548387096774,36,6.8
Llama-3.1-8B-Instruct,18.0,5,18.0,3.95,0.0,None,221,11.290322580645162,37,3.6
Qwen3-30B-Non-Thinking,17.0,5,17.0,9.18,0.0,None,221,11.290322580645162,38,3.4
Codestral-22B-v0.1,17.0,5,17.0,8.71,0.0,None,221,11.290322580645162,39,3.4
seed-oss_16384,0.0,5,0.0,0.0,0.0,None,222,10.887096774193548,40,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,5,0.0,0.0,0.0,None,222,10.887096774193548,42,0.0
Qwen2.5-Coder-7B-Instruct,0.0,5,0.0,0.14,0.0,None,222,10.887096774193548,43,0.0
Qwen2.5-Coder-14B-Instruct,0.0,5,0.0,1.9,0.0,None,222,10.887096774193548,44,0.0
Qwen3-4B-Non-Thinking,0.0,5,0.0,0.61,0.0,None,222,10.887096774193548,45,0.0
Mistral-Small-3.1-24B-2503,0.0,5,0.0,2.04,0.0,None,222,10.887096774193548,46,0.0
Llama-3.3-70B-Instruct,0.0,5,0.0,1.42,0.0,None,222,10.887096774193548,47,0.0
