Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
Qwen3-14B,220.0,5,220.0,55.68,40.0,Silver,52,78.38983050847457,19,44.0
QwQ-32B,210.0,5,210.0,61.7,60.0,Silver,53,77.96610169491525,20,42.0
Qwen3-8B,175.0,5,175.0,49.21,40.0,Bronze,83,65.2542372881356,21,35.0
Qwen3-4B,164.0,5,164.0,62.06,20.0,Bronze,85,64.40677966101696,22,32.8
OlympicCoder-7B,160.0,5,160.0,40.0,40.0,Bronze,85,64.40677966101696,30,32.0
Qwen2.5-Coder-32B-Instruct,128.0,5,128.0,34.44,20.0,Bronze,107,55.08474576271186,23,25.6
Qwen2.5-72B,114.0,5,114.0,35.91,0.0,Bronze,118,50.42372881355932,24,22.8
DeepSeek-R1-Distill-Qwen-32B,106.0,5,106.0,43.01,20.0,None,126,47.03389830508475,25,21.2
Qwen3-14B-Non-Thinking,0.0,5,0.0,0.0,0.0,None,178,25.0,45,0.0
Qwen3-32B-Non-Thinking,99.0,5,99.0,30.37,0.0,None,128,46.186440677966104,26,19.8
Qwen3-8B-Non-Thinking,99.0,5,99.0,30.37,0.0,None,128,46.186440677966104,27,19.8
Llama-4-Scout,99.0,5,99.0,33.54,0.0,None,128,46.186440677966104,28,19.8
DeepSeek-R1-Distill-Llama-70B,90.0,5,90.0,20.0,20.0,None,129,45.76271186440678,29,18.0
seed-oss_2048,84.0,5,84.0,29.25,0.0,None,136,42.79661016949152,30,16.8
Mistral-Small-3.1-24B-2503,78.0,5,78.0,27.04,0.0,None,136,42.79661016949152,31,15.6
Qwen3-30B-Non-Thinking,77.0,5,77.0,27.78,20.0,None,137,42.3728813559322,32,15.4
Llama-3.3-70B-Instruct,67.0,5,67.0,22.59,0.0,None,139,41.52542372881356,33,13.4
DeepSeek-R1-Distill-Qwen-14B,61.0,5,61.0,15.93,0.0,None,144,39.40677966101695,34,12.2
Mistral-Large-Instruct-2411,60.0,5,60.0,25.54,0.0,None,144,39.40677966101695,35,12.0
seed-oss_4096,57.0,5,57.0,23.7,20.0,None,144,39.40677966101695,36,11.4
Qwen3-4B-Non-Thinking,45.0,5,45.0,19.26,0.0,None,169,28.8135593220339,38,9.0
Qwen2.5-Coder-14B-Instruct,45.0,5,45.0,18.15,0.0,None,169,28.8135593220339,37,9.0
Codestral-22B-v0.1,0.0,5,0.0,0.0,0.0,None,178,25.0,44,0.0
DeepSeek-Coder-V2-Lite-Instruct,24.0,5,24.0,10.37,0.0,None,172,27.54237288135593,39,4.8
seed-oss_512,22.0,5,22.0,11.27,0.0,None,172,27.54237288135593,40,4.4
seed-oss_0,7.0,5,7.0,5.93,0.0,None,178,25.0,42,1.4
Qwen2.5-Coder-7B-Instruct,7.0,5,7.0,6.67,0.0,None,178,25.0,41,1.4
seed-oss_1024,7.0,5,7.0,5.93,0.0,None,178,25.0,43,1.4
DeepSeek-R1-Distill-Qwen-7B,0.0,5,0.0,0.0,0.0,None,178,25.0,46,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,5,0.0,1.11,0.0,None,178,25.0,48,0.0
Llama-3.1-8B-Instruct,0.0,5,0.0,1.11,0.0,None,178,25.0,47,0.0
