Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
seed-oss_512,21.0,5,21.0,31.27,20.0,Bronze,40,98.85964912280701,25,28.0
gpt-4.1,20.0,5,20.0,30.49,20.0,Bronze,41,98.83040935672514,26,26.67
seed-oss_0,18.0,5,18.0,27.29,20.0,Bronze,43,98.7719298245614,27,24.0
Qwen3-32B-Non-Thinking,14.0,5,14.0,23.37,0.0,None,47,98.65497076023392,28,18.67
Qwen2.5-Coder-14B-Instruct,14.0,5,14.0,22.36,0.0,None,47,98.65497076023392,29,18.67
seed-oss_1024,14.0,5,14.0,22.91,0.0,None,47,98.65497076023392,30,18.67
Qwen2.5-72B,14.0,5,14.0,22.67,0.0,None,47,98.65497076023392,31,18.67
Qwen2.5-Coder-7B-Instruct,11.0,5,11.0,17.74,0.0,None,50,98.5672514619883,34,14.67
Codestral-22B-v0.1,11.0,5,11.0,18.04,0.0,None,50,98.5672514619883,35,14.67
Qwen3-14B-Non-Thinking,0.0,5,0.0,0.0,0.0,None,61,98.24561403508773,46,0.0
Mistral-Large-Instruct-2411,11.0,5,11.0,18.54,0.0,None,50,98.5672514619883,33,14.67
Llama-4-Scout,11.0,5,11.0,18.27,0.0,None,50,98.5672514619883,36,14.67
Qwen3-30B-Non-Thinking,11.0,5,11.0,18.6,0.0,None,50,98.5672514619883,37,14.67
Qwen3-8B-Non-Thinking,11.0,5,11.0,19.14,0.0,None,50,98.5672514619883,38,14.67
DeepSeek-Coder-V2-Lite-Instruct,11.0,5,11.0,18.04,0.0,None,50,98.5672514619883,39,14.67
seed-oss_2048,9.0,5,9.0,16.6,0.0,None,52,98.50877192982456,40,12.0
Llama-3.3-70B-Instruct,8.0,5,8.0,16.04,0.0,None,53,98.47953216374269,42,10.67
Qwen3-4B-Non-Thinking,8.0,5,8.0,14.85,0.0,None,53,98.47953216374269,44,10.67
Mistral-Small-3.1-24B-2503,8.0,5,8.0,13.17,0.0,None,53,98.47953216374269,43,10.67
Llama-3.1-8B-Instruct,8.0,5,8.0,14.54,0.0,None,53,98.47953216374269,45,10.67
DeepSeek-R1-Distill-Qwen-14B,8.0,5,8.0,13.12,0.0,None,53,98.47953216374269,41,10.67
DeepSeek-R1-Distill-Qwen-32B,23.0,5,23.0,38.41,20.0,Silver,38,98.91812865497076,23,30.67
Qwen2.5-Coder-32B-Instruct,14.0,5,14.0,22.65,0.0,None,47,98.65497076023392,32,18.67
DeepSeek-R1-Distill-Qwen-7B,0.0,5,0.0,0.0,0.0,None,61,98.24561403508773,47,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,5,0.0,0.48,0.0,None,61,98.24561403508773,48,0.0
QwQ-32B,27.0,5,27.0,37.45,20.0,Silver,34,99.03508771929825,19,36.0
