Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
Qwen3-30B-Non-Thinking,25.0,5,25.0,0.66,0.0,None,232,19.51219512195122,31,5.0
Qwen2.5-72B,25.0,5,25.0,0.98,0.0,None,232,19.51219512195122,32,5.0
Qwen3-4B-Non-Thinking,22.0,5,22.0,1.72,0.0,None,232,19.51219512195122,33,4.4
Llama-4-Scout,20.0,5,20.0,7.36,0.0,None,232,19.51219512195122,34,4.0
gpt-4.1,20.0,5,20.0,4.1,0.0,None,232,19.51219512195122,35,4.0
seed-oss_2048,13.0,5,13.0,1.48,0.0,None,237,17.770034843205575,36,2.6
Llama-3.3-70B-Instruct,6.0,5,6.0,1.07,0.0,None,245,14.982578397212544,37,1.2
Qwen3-8B-Non-Thinking,5.0,5,5.0,4.26,0.0,None,245,14.982578397212544,38,1.0
seed-oss_0,3.0,5,3.0,1.48,0.0,None,245,14.982578397212544,39,0.6
Qwen2.5-Coder-7B-Instruct,3.0,5,3.0,0.98,0.0,None,245,14.982578397212544,40,0.6
seed-oss_512,1.0,5,1.0,1.85,0.0,None,245,14.982578397212544,41,0.2
DeepSeek-R1-Distill-Llama-8B,0.0,5,0.0,0.0,0.0,None,246,14.634146341463415,43,0.0
Llama-3.1-8B-Instruct,0.0,5,0.0,1.15,0.0,None,246,14.634146341463415,44,0.0
Codestral-22B-v0.1,0.0,5,0.0,2.02,0.0,None,246,14.634146341463415,46,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,5,0.0,0.66,0.0,None,246,14.634146341463415,47,0.0
