Model,Total Score,Included Tasks,Solved Tasks,Partial Tasks,Pass Rate (%),Relative Score (%),Medal,Bronze Score,Silver Score,Gold Score,Rank,Competition,Year,Round,Contest_Key
DeepSeek-R1-Distill-Qwen-14B,798.0,9,2,2,22.22222222222222,26.626626626626624,None,667.0,130.0,1.0,22,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
DeepSeek-R1-Distill-Llama-70B,736.0,9,2,1,22.22222222222222,24.55789122455789,None,401.0,334.0,1.0,23,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Qwen3-8B,733.0,9,1,4,11.11111111111111,24.457791124457792,None,501.0,172.0,60.0,24,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
deepseek-chat,532.0,9,1,3,11.11111111111111,17.751084417751084,None,401.0,130.0,1.0,25,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
seed-oss_2048,433.0,9,1,2,11.11111111111111,14.44778111444778,None,364.0,68.0,1.0,26,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
gpt-4.1,414.0,9,0,4,0.0,13.813813813813812,None,220.0,193.0,1.0,27,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Qwen3-8B-Non-Thinking,3.0,9,0,0,0.0,0.10010010010010009,None,1.0,1.0,1.0,42,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Llama-3.3-70B-Instruct,289.0,9,0,3,0.0,9.642976309642977,None,220.0,68.0,1.0,28,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Qwen3-14B-Non-Thinking,3.0,9,0,0,0.0,0.10010010010010009,None,1.0,1.0,1.0,41,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Mistral-Large-Instruct-2411,238.0,9,0,4,0.0,7.941274607941275,None,68.0,130.0,40.0,29,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Llama-4-Scout,219.0,9,0,4,0.0,7.307307307307307,None,68.0,130.0,21.0,30,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Qwen2.5-Coder-14B-Instruct,196.0,9,0,3,0.0,6.539873206539873,None,68.0,68.0,60.0,31,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Qwen3-30B-Non-Thinking,165.0,9,0,3,0.0,5.505505505505505,None,34.0,130.0,1.0,32,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Qwen3-32B-Non-Thinking,3.0,9,0,0,0.0,0.10010010010010009,None,1.0,1.0,1.0,43,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Qwen2.5-72B,129.0,9,0,2,0.0,4.3043043043043046,None,1.0,68.0,60.0,33,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Qwen2.5-Coder-32B-Instruct,103.0,9,0,2,0.0,3.4367701034367704,None,34.0,68.0,1.0,34,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
seed-oss_1024,70.0,9,0,1,0.0,2.335669002335669,None,1.0,68.0,1.0,35,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
seed-oss_512,70.0,9,0,1,0.0,2.335669002335669,None,1.0,68.0,1.0,37,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
seed-oss_0,70.0,9,0,1,0.0,2.335669002335669,None,1.0,68.0,1.0,38,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Mistral-Small-3.1-24B-2503,70.0,9,0,1,0.0,2.335669002335669,None,1.0,68.0,1.0,36,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Qwen3-4B-Non-Thinking,70.0,9,0,1,0.0,2.335669002335669,None,1.0,68.0,1.0,39,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
DeepSeek-Coder-V2-Lite-Instruct,36.0,9,0,1,0.0,1.2012012012012012,None,1.0,34.0,1.0,40,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Codestral-22B-v0.1,3.0,9,0,0,0.0,0.10010010010010009,None,1.0,1.0,1.0,44,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Qwen2.5-Coder-7B-Instruct,3.0,9,0,0,0.0,0.10010010010010009,None,1.0,1.0,1.0,45,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
Llama-3.1-8B-Instruct,3.0,9,0,0,0.0,0.10010010010010009,None,1.0,1.0,1.0,46,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
DeepSeek-R1-Distill-Llama-8B,3.0,9,0,0,0.0,0.10010010010010009,None,1.0,1.0,1.0,47,USACO,2025,combined,USACO-2025-US_Open_Contest-combined
