Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
Qwen3-4B-Non-Thinking,20.0,6,20.0,16.55,0.0,None,193,1.5384615384615385,31,3.33
Qwen3-14B-Non-Thinking,20.0,6,20.0,14.5,0.0,None,193,1.5384615384615385,32,3.33
Qwen3-8B-Non-Thinking,20.0,6,20.0,20.28,0.0,None,193,1.5384615384615385,33,3.33
DeepSeek-Coder-V2-Lite-Instruct,16.0,6,16.0,8.87,0.0,None,194,1.0256410256410255,35,2.67
seed-oss_0,16.0,6,16.0,13.86,0.0,None,194,1.0256410256410255,37,2.67
Qwen2.5-Coder-14B-Instruct,16.0,6,16.0,14.41,0.0,None,194,1.0256410256410255,36,2.67
Mistral-Large-Instruct-2411,16.0,6,16.0,14.42,0.0,None,194,1.0256410256410255,34,2.67
DeepSeek-R1-Distill-Llama-8B,14.0,6,14.0,5.27,0.0,None,194,1.0256410256410255,39,2.33
seed-oss_1024,14.0,6,14.0,7.45,0.0,None,194,1.0256410256410255,40,2.33
seed-oss_2048,12.0,6,12.0,9.48,0.0,None,194,1.0256410256410255,42,2.0
seed-oss_512,12.0,6,12.0,10.37,0.0,None,194,1.0256410256410255,41,2.0
QwQ-32B,49.0,6,49.0,24.0,0.0,None,189,3.58974358974359,24,8.17
DeepSeek-R1-Distill-Qwen-32B,52.0,6,52.0,29.92,0.0,None,189,3.58974358974359,22,8.67
Llama-3.1-8B-Instruct,100.0,6,0.0,15.23,12.5,None,194,1.0256410256410255,43,0.0
DeepSeek-R1-Distill-Qwen-7B,0.0,6,0.0,0.0,0.0,None,194,1.0256410256410255,45,0.0
Qwen2.5-Coder-32B-Instruct,36.0,6,36.0,20.68,0.0,None,191,2.5641025641025643,26,6.0
DeepSeek-R1-Distill-Qwen-14B,14.0,6,14.0,13.48,0.0,None,194,1.0256410256410255,38,2.33
Codestral-22B-v0.1,0.0,6,0.0,3.27,0.0,None,194,1.0256410256410255,46,0.0
Qwen2.5-Coder-7B-Instruct,0.0,6,0.0,6.5,0.0,None,194,1.0256410256410255,47,0.0
Mistral-Small-3.1-24B-2503,0.0,6,0.0,6.67,0.0,None,194,1.0256410256410255,48,0.0
