Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
Llama-3.1-8B-Instruct,0.0,6,0.0,0.0,0.0,None,148,3.289473684210526,25,0.0
Qwen3-14B-Non-Thinking,0.0,6,0.0,0.0,0.0,None,148,3.289473684210526,33,0.0
seed-oss_512,0.0,6,0.0,1.33,0.0,None,148,3.289473684210526,41,0.0
seed-oss_2048,0.0,6,0.0,2.86,0.0,None,148,3.289473684210526,43,0.0
seed-oss_4096,0.0,6,0.0,6.73,0.0,None,148,3.289473684210526,44,0.0
Qwen3-32B-Non-Thinking,0.0,6,0.0,9.79,0.0,None,148,3.289473684210526,42,0.0
Qwen2.5-Coder-7B-Instruct,0.0,6,0.0,0.0,0.0,None,148,3.289473684210526,27,0.0
Mistral-Large-Instruct-2411,0.0,6,0.0,0.0,0.0,None,148,3.289473684210526,32,0.0
Qwen2.5-Coder-32B-Instruct,0.0,6,0.0,3.03,0.0,None,148,3.289473684210526,48,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,6,0.0,1.33,0.0,None,148,3.289473684210526,47,0.0
Mistral-Small-3.1-24B-2503,0.0,6,0.0,2.33,0.0,None,148,3.289473684210526,39,0.0
Qwen2.5-Coder-14B-Instruct,0.0,6,0.0,0.0,0.0,None,148,3.289473684210526,28,0.0
