Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
Mistral-Large-Instruct-2411,22.0,11,22.0,16.93,0.0,None,533,6.993006993006993,25,2.0
Qwen2.5-Coder-14B-Instruct,21.0,11,21.0,17.96,0.0,None,537,6.293706293706293,26,1.91
DeepSeek-R1-Distill-Qwen-14B,15.0,11,15.0,11.51,0.0,None,548,4.370629370629371,29,1.36
Codestral-22B-v0.1,8.0,11,8.0,9.15,0.0,None,557,2.797202797202797,30,0.73
seed-oss_0,7.0,11,7.0,11.41,0.0,None,557,2.797202797202797,31,0.64
seed-oss_1024,7.0,11,7.0,9.08,0.0,None,557,2.797202797202797,32,0.64
OlympicCoder-7B,6.0,11,6.0,10.51,0.0,None,559,2.4475524475524475,41,0.55
Llama-4-Scout,6.0,11,6.0,10.36,0.0,None,559,2.4475524475524475,33,0.55
seed-oss_2048,1.0,11,1.0,8.11,0.0,None,565,1.3986013986013985,38,0.09
Qwen2.5-72B,16.0,11,16.0,12.51,0.0,None,542,5.419580419580419,27,1.45
Llama-3.3-70B-Instruct,6.0,11,6.0,11.53,0.0,None,559,2.4475524475524475,34,0.55
DeepSeek-R1-Distill-Qwen-7B,0.0,11,0.0,0.0,0.0,None,573,0.0,43,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,11,0.0,0.0,0.0,None,573,0.0,44,0.0
Llama-3.1-8B-Instruct,0.0,11,0.0,2.08,0.0,None,573,0.0,45,0.0
seed-oss_512,0.0,11,0.0,7.12,0.0,None,573,0.0,46,0.0
Qwen3-30B-Non-Thinking,15.0,11,15.0,9.98,0.0,None,548,4.370629370629371,28,1.36
Qwen3-4B-Non-Thinking,5.0,11,5.0,7.23,0.0,None,565,1.3986013986013985,35,0.45
Qwen3-14B-Non-Thinking,5.0,11,5.0,9.29,0.0,None,565,1.3986013986013985,36,0.45
DeepSeek-Coder-V2-Lite-Instruct,5.0,11,5.0,9.52,0.0,None,565,1.3986013986013985,37,0.45
Qwen2.5-Coder-7B-Instruct,0.0,11,0.0,7.41,0.0,None,573,0.0,47,0.0
Mistral-Small-3.1-24B-2503,0.0,11,0.0,5.77,0.0,None,573,0.0,48,0.0
Qwen3-8B-Non-Thinking,0.0,11,0.0,0.0,0.0,None,573,0.0,42,0.0
